scenario,load_level,f_line,f_location,f_duration,iter_time
scenario_4989,0.85,Line 07 - 08.ElmLne,20,0.2,5.992821500010905
scenario_4990,0.85,Line 07 - 08.ElmLne,20,0.25,7.623085800005356
scenario_4991,0.85,Line 07 - 08.ElmLne,50,0.1,5.886800899999798
scenario_4992,0.85,Line 07 - 08.ElmLne,50,0.15,5.875128700005007
scenario_4993,0.85,Line 07 - 08.ElmLne,50,0.18,5.892281400010688
scenario_4994,0.85,Line 07 - 08.ElmLne,50,0.2,5.92001159999927
scenario_4995,0.85,Line 07 - 08.ElmLne,50,0.25,7.517354199997499
scenario_4996,0.85,Line 07 - 08.ElmLne,80,0.1,5.9150057999941055
scenario_4997,0.85,Line 07 - 08.ElmLne,80,0.15,6.002122999998392
scenario_4998,0.85,Line 07 - 08.ElmLne,80,0.18,5.9725875000003725
scenario_4999,0.85,Line 07 - 08.ElmLne,80,0.2,6.1117729999969015
scenario_5000,0.85,Line 07 - 08.ElmLne,80,0.25,7.850195700011682
scenario_5001,0.85,Line 08 - 09.ElmLne,0,0.1,6.020830099994782
scenario_5002,0.85,Line 08 - 09.ElmLne,0,0.15,6.064041000005091
scenario_5003,0.85,Line 08 - 09.ElmLne,0,0.18,5.982094699997106
scenario_5004,0.85,Line 08 - 09.ElmLne,0,0.2,6.052246499995817
scenario_5005,0.85,Line 08 - 09.ElmLne,0,0.25,6.067857199988794
scenario_5006,0.85,Line 08 - 09.ElmLne,20,0.1,6.000634099997114
scenario_5007,0.85,Line 08 - 09.ElmLne,20,0.15,5.990422099988791
scenario_5008,0.85,Line 08 - 09.ElmLne,20,0.18,6.079463299989584
scenario_5009,0.85,Line 08 - 09.ElmLne,20,0.2,6.020758500002557
scenario_5010,0.85,Line 08 - 09.ElmLne,20,0.25,6.097663499996997
scenario_5011,0.85,Line 08 - 09.ElmLne,50,0.1,5.968473300003097
scenario_5012,0.85,Line 08 - 09.ElmLne,50,0.15,5.990851599999587
scenario_5013,0.85,Line 08 - 09.ElmLne,50,0.18,5.961057199994684
scenario_5014,0.85,Line 08 - 09.ElmLne,50,0.2,6.044854799998575
scenario_5015,0.85,Line 08 - 09.ElmLne,50,0.25,5.9782248999981675
scenario_5016,0.85,Line 08 - 09.ElmLne,80,0.1,6.043019999997341
scenario_5017,0.85,Line 08 - 09.ElmLne,80,0.15,6.00462740000512
scenario_5018,0.85,Line 08 - 09.ElmLne,80,0.18,6.012641299996176
scenario_5019,0.85,Line 08 - 09.ElmLne,80,0.2,6.002054299999145
scenario_5020,0.85,Line 08 - 09.ElmLne,80,0.25,6.105634100007592
scenario_5021,0.85,Line 09 - 39.ElmLne,0,0.1,5.944067599994014
scenario_5022,0.85,Line 09 - 39.ElmLne,0,0.15,6.177553399989847
scenario_5023,0.85,Line 09 - 39.ElmLne,0,0.18,6.034238799999002
scenario_5024,0.85,Line 09 - 39.ElmLne,0,0.2,6.1225208999967435
scenario_5025,0.85,Line 09 - 39.ElmLne,0,0.25,6.136146200005896
scenario_5026,0.85,Line 09 - 39.ElmLne,20,0.1,5.95707499999844
scenario_5027,0.85,Line 09 - 39.ElmLne,20,0.15,5.9812349999992875
scenario_5028,0.85,Line 09 - 39.ElmLne,20,0.18,6.052443300010054
scenario_5029,0.85,Line 09 - 39.ElmLne,20,0.2,6.175610699996469
scenario_5030,0.85,Line 09 - 39.ElmLne,20,0.25,6.1184518999943975
scenario_5031,0.85,Line 09 - 39.ElmLne,50,0.1,6.020795699994778
scenario_5032,0.85,Line 09 - 39.ElmLne,50,0.15,6.006805299999542
scenario_5033,0.85,Line 09 - 39.ElmLne,50,0.18,6.0015846000023885
scenario_5034,0.85,Line 09 - 39.ElmLne,50,0.2,6.031712100011646
scenario_5035,0.85,Line 09 - 39.ElmLne,50,0.25,6.18303630000446
scenario_5036,0.85,Line 09 - 39.ElmLne,80,0.1,5.961820800002897
scenario_5037,0.85,Line 09 - 39.ElmLne,80,0.15,5.958714200009126
scenario_5038,0.85,Line 09 - 39.ElmLne,80,0.18,6.052209000001312
scenario_5039,0.85,Line 09 - 39.ElmLne,80,0.2,6.034459799993783
scenario_5040,0.85,Line 09 - 39.ElmLne,80,0.25,6.12806279999495
scenario_5041,0.85,Line 10 - 11.ElmLne,0,0.1,5.96038380000391
scenario_5042,0.85,Line 10 - 11.ElmLne,0,0.15,6.043741799992858
scenario_5043,0.85,Line 10 - 11.ElmLne,0,0.18,6.036527899996145
scenario_5044,0.85,Line 10 - 11.ElmLne,0,0.2,6.120349699995131
scenario_5045,0.85,Line 10 - 11.ElmLne,0,0.25,7.77174450000166
scenario_5046,0.85,Line 10 - 11.ElmLne,20,0.1,5.977499300002819
scenario_5047,0.85,Line 10 - 11.ElmLne,20,0.15,5.9943648999906145
scenario_5048,0.85,Line 10 - 11.ElmLne,20,0.18,5.921952499993495
scenario_5049,0.85,Line 10 - 11.ElmLne,20,0.2,5.956332100002328
scenario_5050,0.85,Line 10 - 11.ElmLne,20,0.25,7.735370700000203
scenario_5051,0.85,Line 10 - 11.ElmLne,50,0.1,6.110061700004735
scenario_5052,0.85,Line 10 - 11.ElmLne,50,0.15,6.01745870000741
scenario_5053,0.85,Line 10 - 11.ElmLne,50,0.18,5.962615900003584
scenario_5054,0.85,Line 10 - 11.ElmLne,50,0.2,5.96683910000138
scenario_5055,0.85,Line 10 - 11.ElmLne,50,0.25,7.749669000011636
scenario_5056,0.85,Line 10 - 11.ElmLne,80,0.1,5.8936275000014575
scenario_5057,0.85,Line 10 - 11.ElmLne,80,0.15,6.008148699998856
scenario_5058,0.85,Line 10 - 11.ElmLne,80,0.18,5.904450499991071
scenario_5059,0.85,Line 10 - 11.ElmLne,80,0.2,6.1375477999972645
scenario_5060,0.85,Line 10 - 11.ElmLne,80,0.25,7.568907000008039
scenario_5061,0.85,Line 10 - 13.ElmLne,0,0.1,5.918931399995927
scenario_5062,0.85,Line 10 - 13.ElmLne,0,0.15,5.9342540000070585
scenario_5063,0.85,Line 10 - 13.ElmLne,0,0.18,6.07159259999753
scenario_5064,0.85,Line 10 - 13.ElmLne,0,0.2,6.008417099990766
scenario_5065,0.85,Line 10 - 13.ElmLne,0,0.25,7.757474999991246
scenario_5066,0.85,Line 10 - 13.ElmLne,20,0.1,5.947202199997264
scenario_5067,0.85,Line 10 - 13.ElmLne,20,0.15,6.17817389999982
scenario_5068,0.85,Line 10 - 13.ElmLne,20,0.18,6.099946500005899
scenario_5069,0.85,Line 10 - 13.ElmLne,20,0.2,6.093047500005923
scenario_5070,0.85,Line 10 - 13.ElmLne,20,0.25,7.713618200010387
scenario_5071,0.85,Line 10 - 13.ElmLne,50,0.1,6.036465600001975
scenario_5072,0.85,Line 10 - 13.ElmLne,50,0.15,6.036854099991615
scenario_5073,0.85,Line 10 - 13.ElmLne,50,0.18,6.04045159999805
scenario_5074,0.85,Line 10 - 13.ElmLne,50,0.2,6.0204165000031935
scenario_5075,0.85,Line 10 - 13.ElmLne,50,0.25,7.813177199990605
scenario_5076,0.85,Line 10 - 13.ElmLne,80,0.1,6.009571999995387
scenario_5077,0.85,Line 10 - 13.ElmLne,80,0.15,6.161056299999473
scenario_5078,0.85,Line 10 - 13.ElmLne,80,0.18,6.176614800002426
scenario_5079,0.85,Line 10 - 13.ElmLne,80,0.2,6.076413300004788
scenario_5080,0.85,Line 10 - 13.ElmLne,80,0.25,7.635471499990672
scenario_5081,0.85,Line 13 - 14.ElmLne,0,0.1,5.9846874000068055
scenario_5082,0.85,Line 13 - 14.ElmLne,0,0.15,5.949510599995847
scenario_5083,0.85,Line 13 - 14.ElmLne,0,0.18,6.033086399998865
scenario_5084,0.85,Line 13 - 14.ElmLne,0,0.2,6.009927599996445
scenario_5085,0.85,Line 13 - 14.ElmLne,0,0.25,6.0824958000011975
scenario_5086,0.85,Line 13 - 14.ElmLne,20,0.1,6.011608500004513
scenario_5087,0.85,Line 13 - 14.ElmLne,20,0.15,6.083707600002526
scenario_5088,0.85,Line 13 - 14.ElmLne,20,0.18,6.07935629998974
scenario_5089,0.85,Line 13 - 14.ElmLne,20,0.2,6.022241500002565
scenario_5090,0.85,Line 13 - 14.ElmLne,20,0.25,6.093481200005044
scenario_5091,0.85,Line 13 - 14.ElmLne,50,0.1,5.961563000004389
scenario_5092,0.85,Line 13 - 14.ElmLne,50,0.15,5.939013100010925
scenario_5093,0.85,Line 13 - 14.ElmLne,50,0.18,6.05234449999989
scenario_5094,0.85,Line 13 - 14.ElmLne,50,0.2,6.05460810000659
scenario_5095,0.85,Line 13 - 14.ElmLne,50,0.25,6.028054199996404
scenario_5096,0.85,Line 13 - 14.ElmLne,80,0.1,5.988698899993324
scenario_5097,0.85,Line 13 - 14.ElmLne,80,0.15,6.105585999990581
scenario_5098,0.85,Line 13 - 14.ElmLne,80,0.18,6.030169899997418
scenario_5099,0.85,Line 13 - 14.ElmLne,80,0.2,6.110085899999831
scenario_5100,0.85,Line 13 - 14.ElmLne,80,0.25,6.077623600009247
scenario_5101,0.85,Line 14 - 15.ElmLne,0,0.1,6.061883000002126
scenario_5102,0.85,Line 14 - 15.ElmLne,0,0.15,6.004068700000062
scenario_5103,0.85,Line 14 - 15.ElmLne,0,0.18,6.008350499992957
scenario_5104,0.85,Line 14 - 15.ElmLne,0,0.2,5.959239900010289
scenario_5105,0.85,Line 14 - 15.ElmLne,0,0.25,6.1321538999909535
scenario_5106,0.85,Line 14 - 15.ElmLne,20,0.1,5.958873499999754
scenario_5107,0.85,Line 14 - 15.ElmLne,20,0.15,5.999950599987642
scenario_5108,0.85,Line 14 - 15.ElmLne,20,0.18,5.982913499989081
scenario_5109,0.85,Line 14 - 15.ElmLne,20,0.2,6.071992899989709
scenario_5110,0.85,Line 14 - 15.ElmLne,20,0.25,6.051008800001
scenario_5111,0.85,Line 14 - 15.ElmLne,50,0.1,5.991848999998183
scenario_5112,0.85,Line 14 - 15.ElmLne,50,0.15,6.0224088999966625
scenario_5113,0.85,Line 14 - 15.ElmLne,50,0.18,6.106043099993258
scenario_5114,0.85,Line 14 - 15.ElmLne,50,0.2,6.139473999995971
scenario_5115,0.85,Line 14 - 15.ElmLne,50,0.25,6.097961999999825
scenario_5116,0.85,Line 14 - 15.ElmLne,80,0.1,6.1108396999916295
scenario_5117,0.85,Line 14 - 15.ElmLne,80,0.15,6.106072499998845
scenario_5118,0.85,Line 14 - 15.ElmLne,80,0.18,6.0820035000069765
scenario_5119,0.85,Line 14 - 15.ElmLne,80,0.2,6.053762199997436
scenario_5120,0.85,Line 14 - 15.ElmLne,80,0.25,6.1774085000070045
scenario_5121,0.85,Line 15 - 16.ElmLne,0,0.1,6.105620000002091
scenario_5122,0.85,Line 15 - 16.ElmLne,0,0.15,6.050169999987702
scenario_5123,0.85,Line 15 - 16.ElmLne,0,0.18,6.143970699995407
scenario_5124,0.85,Line 15 - 16.ElmLne,0,0.2,6.087337399992975
scenario_5125,0.85,Line 15 - 16.ElmLne,0,0.25,6.120932200006791
scenario_5126,0.85,Line 15 - 16.ElmLne,20,0.1,6.09813430000213
scenario_5127,0.85,Line 15 - 16.ElmLne,20,0.15,6.153865700005554
scenario_5128,0.85,Line 15 - 16.ElmLne,20,0.18,6.151681799994549
scenario_5129,0.85,Line 15 - 16.ElmLne,20,0.2,6.272537700002431
scenario_5130,0.85,Line 15 - 16.ElmLne,20,0.25,6.073678699991433
scenario_5131,0.85,Line 15 - 16.ElmLne,50,0.1,6.07574499999464
scenario_5132,0.85,Line 15 - 16.ElmLne,50,0.15,6.073538600001484
scenario_5133,0.85,Line 15 - 16.ElmLne,50,0.18,6.121648300002562
scenario_5134,0.85,Line 15 - 16.ElmLne,50,0.2,6.131746200000634
scenario_5135,0.85,Line 15 - 16.ElmLne,50,0.25,6.188411499999347
scenario_5136,0.85,Line 15 - 16.ElmLne,80,0.1,6.225662199998624
scenario_5137,0.85,Line 15 - 16.ElmLne,80,0.15,6.246374599999399
scenario_5138,0.85,Line 15 - 16.ElmLne,80,0.18,6.186632199998712
scenario_5139,0.85,Line 15 - 16.ElmLne,80,0.2,6.224423400009982
scenario_5140,0.85,Line 15 - 16.ElmLne,80,0.25,6.145619999995688
scenario_5141,0.85,Line 16 - 17.ElmLne,0,0.1,6.081905600003665
scenario_5142,0.85,Line 16 - 17.ElmLne,0,0.15,6.22137310000835
scenario_5143,0.85,Line 16 - 17.ElmLne,0,0.18,6.124730000010459
scenario_5144,0.85,Line 16 - 17.ElmLne,0,0.2,6.189225500012981
scenario_5145,0.85,Line 16 - 17.ElmLne,0,0.25,6.24644139999873
scenario_5146,0.85,Line 16 - 17.ElmLne,20,0.1,6.07377039999119
scenario_5147,0.85,Line 16 - 17.ElmLne,20,0.15,6.288478000002215
scenario_5148,0.85,Line 16 - 17.ElmLne,20,0.18,6.109617900001467
scenario_5149,0.85,Line 16 - 17.ElmLne,20,0.2,6.143171699994127
scenario_5150,0.85,Line 16 - 17.ElmLne,20,0.25,6.1967294000060065
scenario_5151,0.85,Line 16 - 17.ElmLne,50,0.1,6.171982999992906
scenario_5152,0.85,Line 16 - 17.ElmLne,50,0.15,6.146693299990147
scenario_5153,0.85,Line 16 - 17.ElmLne,50,0.18,6.231478100002278
scenario_5154,0.85,Line 16 - 17.ElmLne,50,0.2,6.188338699997985
scenario_5155,0.85,Line 16 - 17.ElmLne,50,0.25,6.170296099997358
scenario_5156,0.85,Line 16 - 17.ElmLne,80,0.1,6.109624500008067
scenario_5157,0.85,Line 16 - 17.ElmLne,80,0.15,6.188125400003628
scenario_5158,0.85,Line 16 - 17.ElmLne,80,0.18,6.256023499998264
scenario_5159,0.85,Line 16 - 17.ElmLne,80,0.2,6.159924199993839
scenario_5160,0.85,Line 16 - 17.ElmLne,80,0.25,6.145232099996065
scenario_5161,0.85,Line 16 - 19.ElmLne,0,0.1,6.059887099996558
scenario_5162,0.85,Line 16 - 19.ElmLne,0,0.15,6.147093999999925
scenario_5163,0.85,Line 16 - 19.ElmLne,0,0.18,6.106016299992916
scenario_5164,0.85,Line 16 - 19.ElmLne,0,0.2,6.137575000000652
scenario_5165,0.85,Line 16 - 19.ElmLne,0,0.25,6.172952799999621
scenario_5166,0.85,Line 16 - 19.ElmLne,20,0.1,6.215898099995684
scenario_5167,0.85,Line 16 - 19.ElmLne,20,0.15,6.102823399996851
scenario_5168,0.85,Line 16 - 19.ElmLne,20,0.18,6.201323600005708
scenario_5169,0.85,Line 16 - 19.ElmLne,20,0.2,6.159528799995314
scenario_5170,0.85,Line 16 - 19.ElmLne,20,0.25,6.183839399993303
scenario_5171,0.85,Line 16 - 19.ElmLne,50,0.1,6.109933900006581
scenario_5172,0.85,Line 16 - 19.ElmLne,50,0.15,6.09441419999348
scenario_5173,0.85,Line 16 - 19.ElmLne,50,0.18,6.1643685000017285
scenario_5174,0.85,Line 16 - 19.ElmLne,50,0.2,6.210627199994633
scenario_5175,0.85,Line 16 - 19.ElmLne,50,0.25,6.210398700000951
scenario_5176,0.85,Line 16 - 19.ElmLne,80,0.1,6.177725700006704
scenario_5177,0.85,Line 16 - 19.ElmLne,80,0.15,6.220289600008982
scenario_5178,0.85,Line 16 - 19.ElmLne,80,0.18,6.1732704999885755
scenario_5179,0.85,Line 16 - 19.ElmLne,80,0.2,6.123098399999435
scenario_5180,0.85,Line 16 - 19.ElmLne,80,0.25,6.2430495000007795
scenario_5181,0.85,Line 16 - 21.ElmLne,0,0.1,6.113739599997643
scenario_5182,0.85,Line 16 - 21.ElmLne,0,0.15,6.139708200003952
scenario_5183,0.85,Line 16 - 21.ElmLne,0,0.18,6.161249700002372
scenario_5184,0.85,Line 16 - 21.ElmLne,0,0.2,6.2401303999940865
scenario_5185,0.85,Line 16 - 21.ElmLne,0,0.25,7.306695899998886
scenario_5186,0.85,Line 16 - 21.ElmLne,20,0.1,6.143229199995403
scenario_5187,0.85,Line 16 - 21.ElmLne,20,0.15,6.165476199996192
scenario_5188,0.85,Line 16 - 21.ElmLne,20,0.18,6.132678000009037
scenario_5189,0.85,Line 16 - 21.ElmLne,20,0.2,6.206990899998345
scenario_5190,0.85,Line 16 - 21.ElmLne,20,0.25,7.367032799986191
scenario_5191,0.85,Line 16 - 21.ElmLne,50,0.1,6.163395800002036
scenario_5192,0.85,Line 16 - 21.ElmLne,50,0.15,6.247747200002777
scenario_5193,0.85,Line 16 - 21.ElmLne,50,0.18,6.2715540999925
scenario_5194,0.85,Line 16 - 21.ElmLne,50,0.2,6.242204000009224
scenario_5195,0.85,Line 16 - 21.ElmLne,50,0.25,7.573978999993415
scenario_5196,0.85,Line 16 - 21.ElmLne,80,0.1,6.138542000000598
scenario_5197,0.85,Line 16 - 21.ElmLne,80,0.15,6.212518600004842
scenario_5198,0.85,Line 16 - 21.ElmLne,80,0.18,6.309719099997892
scenario_5199,0.85,Line 16 - 21.ElmLne,80,0.2,6.280224799993448
scenario_5200,0.85,Line 16 - 21.ElmLne,80,0.25,7.439997800000128
scenario_5201,0.85,Line 16 - 24.ElmLne,0,0.1,6.13209050000296
scenario_5202,0.85,Line 16 - 24.ElmLne,0,0.15,6.1676063999912
scenario_5203,0.85,Line 16 - 24.ElmLne,0,0.18,6.161702399986098
scenario_5204,0.85,Line 16 - 24.ElmLne,0,0.2,6.205277199987904
scenario_5205,0.85,Line 16 - 24.ElmLne,0,0.25,6.204493099998217
scenario_5206,0.85,Line 16 - 24.ElmLne,20,0.1,6.278183499991428
scenario_5207,0.85,Line 16 - 24.ElmLne,20,0.15,6.063262299998314
scenario_5208,0.85,Line 16 - 24.ElmLne,20,0.18,6.263394099994912
scenario_5209,0.85,Line 16 - 24.ElmLne,20,0.2,6.245147199995699
scenario_5210,0.85,Line 16 - 24.ElmLne,20,0.25,6.240471400000388
scenario_5211,0.85,Line 16 - 24.ElmLne,50,0.1,6.068476300002658
scenario_5212,0.85,Line 16 - 24.ElmLne,50,0.15,6.23536319998675
scenario_5213,0.85,Line 16 - 24.ElmLne,50,0.18,6.271918500002357
scenario_5214,0.85,Line 16 - 24.ElmLne,50,0.2,6.200617399998009
scenario_5215,0.85,Line 16 - 24.ElmLne,50,0.25,6.282050900001195
scenario_5216,0.85,Line 16 - 24.ElmLne,80,0.1,6.105552199995145
scenario_5217,0.85,Line 16 - 24.ElmLne,80,0.15,6.245819499992649
scenario_5218,0.85,Line 16 - 24.ElmLne,80,0.18,6.204005399995367
scenario_5219,0.85,Line 16 - 24.ElmLne,80,0.2,6.234142300003441
scenario_5220,0.85,Line 16 - 24.ElmLne,80,0.25,6.289555100011057
scenario_5221,0.85,Line 17 - 18.ElmLne,0,0.1,6.21118430000206
scenario_5222,0.85,Line 17 - 18.ElmLne,0,0.15,6.2147706000105245
scenario_5223,0.85,Line 17 - 18.ElmLne,0,0.18,6.191462300004787
scenario_5224,0.85,Line 17 - 18.ElmLne,0,0.2,6.3275257000059355
scenario_5225,0.85,Line 17 - 18.ElmLne,0,0.25,6.2814997999957995
scenario_5226,0.85,Line 17 - 18.ElmLne,20,0.1,6.139531100008753
scenario_5227,0.85,Line 17 - 18.ElmLne,20,0.15,6.156948199990438
scenario_5228,0.85,Line 17 - 18.ElmLne,20,0.18,6.2885801999946125
scenario_5229,0.85,Line 17 - 18.ElmLne,20,0.2,6.2391935999912675
scenario_5230,0.85,Line 17 - 18.ElmLne,20,0.25,6.269832799996948
scenario_5231,0.85,Line 17 - 18.ElmLne,50,0.1,6.276709900004789
scenario_5232,0.85,Line 17 - 18.ElmLne,50,0.15,6.165948000008939
scenario_5233,0.85,Line 17 - 18.ElmLne,50,0.18,6.178459500006284
scenario_5234,0.85,Line 17 - 18.ElmLne,50,0.2,6.122723899999983
scenario_5235,0.85,Line 17 - 18.ElmLne,50,0.25,6.210739899994223
scenario_5236,0.85,Line 17 - 18.ElmLne,80,0.1,6.0729528999945614
scenario_5237,0.85,Line 17 - 18.ElmLne,80,0.15,6.195248800009722
scenario_5238,0.85,Line 17 - 18.ElmLne,80,0.18,6.1529619000066305
scenario_5239,0.85,Line 17 - 18.ElmLne,80,0.2,6.326278100008494
scenario_5240,0.85,Line 17 - 18.ElmLne,80,0.25,6.147873299996718
scenario_5241,0.85,Line 17 - 27.ElmLne,0,0.1,6.185049699997762
scenario_5242,0.85,Line 17 - 27.ElmLne,0,0.15,6.272707700001774
scenario_5243,0.85,Line 17 - 27.ElmLne,0,0.18,6.183967699995264
scenario_5244,0.85,Line 17 - 27.ElmLne,0,0.2,6.229883200008771
scenario_5245,0.85,Line 17 - 27.ElmLne,0,0.25,6.26331460000074
scenario_5246,0.85,Line 17 - 27.ElmLne,20,0.1,6.213418999992427
scenario_5247,0.85,Line 17 - 27.ElmLne,20,0.15,6.2015577999991365
scenario_5248,0.85,Line 17 - 27.ElmLne,20,0.18,6.206898200005526
scenario_5249,0.85,Line 17 - 27.ElmLne,20,0.2,6.201091399998404
scenario_5250,0.85,Line 17 - 27.ElmLne,20,0.25,6.263577299992903
scenario_5251,0.85,Line 17 - 27.ElmLne,50,0.1,6.167976799988537
scenario_5252,0.85,Line 17 - 27.ElmLne,50,0.15,6.267069099994842
scenario_5253,0.85,Line 17 - 27.ElmLne,50,0.18,6.280480400004308
scenario_5254,0.85,Line 17 - 27.ElmLne,50,0.2,6.291563299993868
scenario_5255,0.85,Line 17 - 27.ElmLne,50,0.25,6.183588799991412
scenario_5256,0.85,Line 17 - 27.ElmLne,80,0.1,6.191850799994427
scenario_5257,0.85,Line 17 - 27.ElmLne,80,0.15,6.143694099999266
scenario_5258,0.85,Line 17 - 27.ElmLne,80,0.18,6.237559600005625
scenario_5259,0.85,Line 17 - 27.ElmLne,80,0.2,6.374486299988348
scenario_5260,0.85,Line 17 - 27.ElmLne,80,0.25,6.303081500009284
scenario_5261,0.85,Line 21 - 22.ElmLne,0,0.1,6.2205996999982744
scenario_5262,0.85,Line 21 - 22.ElmLne,0,0.15,6.324857300001895
scenario_5263,0.85,Line 21 - 22.ElmLne,0,0.18,6.23957980000705
scenario_5264,0.85,Line 21 - 22.ElmLne,0,0.2,7.757855499992729
scenario_5265,0.85,Line 21 - 22.ElmLne,0,0.25,7.694035799999256
scenario_5266,0.85,Line 21 - 22.ElmLne,20,0.1,6.357839400006924
scenario_5267,0.85,Line 21 - 22.ElmLne,20,0.15,6.2196737000049325
scenario_5268,0.85,Line 21 - 22.ElmLne,20,0.18,6.38912849999906
scenario_5269,0.85,Line 21 - 22.ElmLne,20,0.2,7.787261600009515
scenario_5270,0.85,Line 21 - 22.ElmLne,20,0.25,7.699295200000051
scenario_5271,0.85,Line 21 - 22.ElmLne,50,0.1,6.206718899993575
scenario_5272,0.85,Line 21 - 22.ElmLne,50,0.15,6.229606299995794
scenario_5273,0.85,Line 21 - 22.ElmLne,50,0.18,6.309940699997242
scenario_5274,0.85,Line 21 - 22.ElmLne,50,0.2,7.691795899998397
scenario_5275,0.85,Line 21 - 22.ElmLne,50,0.25,7.651815500008524
scenario_5276,0.85,Line 21 - 22.ElmLne,80,0.1,6.309599600004731
scenario_5277,0.85,Line 21 - 22.ElmLne,80,0.15,6.144019400002435
scenario_5278,0.85,Line 21 - 22.ElmLne,80,0.18,6.346091400002479
scenario_5279,0.85,Line 21 - 22.ElmLne,80,0.2,7.703894699996454
scenario_5280,0.85,Line 21 - 22.ElmLne,80,0.25,7.6993101999978535
scenario_5281,0.85,Line 22 - 23.ElmLne,0,0.1,6.16901319999306
scenario_5282,0.85,Line 22 - 23.ElmLne,0,0.15,6.226248899998609
scenario_5283,0.85,Line 22 - 23.ElmLne,0,0.18,6.313727999993716
scenario_5284,0.85,Line 22 - 23.ElmLne,0,0.2,6.237404100000276
scenario_5285,0.85,Line 22 - 23.ElmLne,0,0.25,7.5559508000005735
scenario_5286,0.85,Line 22 - 23.ElmLne,20,0.1,6.216794200008735
scenario_5287,0.85,Line 22 - 23.ElmLne,20,0.15,6.273271400001249
scenario_5288,0.85,Line 22 - 23.ElmLne,20,0.18,6.303190200007521
scenario_5289,0.85,Line 22 - 23.ElmLne,20,0.2,6.353962900000624
scenario_5290,0.85,Line 22 - 23.ElmLne,20,0.25,7.538017700004275
scenario_5291,0.85,Line 22 - 23.ElmLne,50,0.1,6.304896000001463
scenario_5292,0.85,Line 22 - 23.ElmLne,50,0.15,6.281956799997715
scenario_5293,0.85,Line 22 - 23.ElmLne,50,0.18,6.362611000004108
scenario_5294,0.85,Line 22 - 23.ElmLne,50,0.2,6.371876799996244
scenario_5295,0.85,Line 22 - 23.ElmLne,50,0.25,7.609512700000778
scenario_5296,0.85,Line 22 - 23.ElmLne,80,0.1,6.249112899997272
scenario_5297,0.85,Line 22 - 23.ElmLne,80,0.15,6.213277799994103
scenario_5298,0.85,Line 22 - 23.ElmLne,80,0.18,6.258718700002646
scenario_5299,0.85,Line 22 - 23.ElmLne,80,0.2,6.2712278999970295
scenario_5300,0.85,Line 22 - 23.ElmLne,80,0.25,7.6202732999954605
scenario_5301,0.85,Line 23 - 24.ElmLne,0,0.1,6.180614800003241
scenario_5302,0.85,Line 23 - 24.ElmLne,0,0.15,6.249118899999303
scenario_5303,0.85,Line 23 - 24.ElmLne,0,0.18,6.204225399997085
scenario_5304,0.85,Line 23 - 24.ElmLne,0,0.2,6.355926200005342
scenario_5305,0.85,Line 23 - 24.ElmLne,0,0.25,6.272907699996722
scenario_5306,0.85,Line 23 - 24.ElmLne,20,0.1,6.400477999995928
scenario_5307,0.85,Line 23 - 24.ElmLne,20,0.15,6.387035099993227
scenario_5308,0.85,Line 23 - 24.ElmLne,20,0.18,6.270951600003173
scenario_5309,0.85,Line 23 - 24.ElmLne,20,0.2,6.2680737000046065
scenario_5310,0.85,Line 23 - 24.ElmLne,20,0.25,6.3186663999949815
scenario_5311,0.85,Line 23 - 24.ElmLne,50,0.1,6.40748869998788
scenario_5312,0.85,Line 23 - 24.ElmLne,50,0.15,6.243616699997801
scenario_5313,0.85,Line 23 - 24.ElmLne,50,0.18,6.313002299997606
scenario_5314,0.85,Line 23 - 24.ElmLne,50,0.2,6.339714600006118
scenario_5315,0.85,Line 23 - 24.ElmLne,50,0.25,6.419236300003831
scenario_5316,0.85,Line 23 - 24.ElmLne,80,0.1,6.175928099997691
scenario_5317,0.85,Line 23 - 24.ElmLne,80,0.15,6.27766980000888
scenario_5318,0.85,Line 23 - 24.ElmLne,80,0.18,6.3399112000042805
scenario_5319,0.85,Line 23 - 24.ElmLne,80,0.2,6.304984699992929
scenario_5320,0.85,Line 23 - 24.ElmLne,80,0.25,6.345396700009587
scenario_5321,0.85,Line 25 - 26.ElmLne,0,0.1,6.198005400001421
scenario_5322,0.85,Line 25 - 26.ElmLne,0,0.15,6.255893500012462
scenario_5323,0.85,Line 25 - 26.ElmLne,0,0.18,6.318655099996249
scenario_5324,0.85,Line 25 - 26.ElmLne,0,0.2,6.332202300007339
scenario_5325,0.85,Line 25 - 26.ElmLne,0,0.25,6.336230899993097
scenario_5326,0.85,Line 25 - 26.ElmLne,20,0.1,6.323877200004063
scenario_5327,0.85,Line 25 - 26.ElmLne,20,0.15,6.220941399995354
scenario_5328,0.85,Line 25 - 26.ElmLne,20,0.18,6.307883000001311
scenario_5329,0.85,Line 25 - 26.ElmLne,20,0.2,6.199950499998522
scenario_5330,0.85,Line 25 - 26.ElmLne,20,0.25,6.2761717999965185
scenario_5331,0.85,Line 25 - 26.ElmLne,50,0.1,6.197004499990726
scenario_5332,0.85,Line 25 - 26.ElmLne,50,0.15,6.320452899992233
scenario_5333,0.85,Line 25 - 26.ElmLne,50,0.18,6.31438499999058
scenario_5334,0.85,Line 25 - 26.ElmLne,50,0.2,6.273310999997193
scenario_5335,0.85,Line 25 - 26.ElmLne,50,0.25,6.235310500007472
scenario_5336,0.85,Line 25 - 26.ElmLne,80,0.1,6.261833299999125
