scenario,load_level,f_line,f_location,f_duration,iter_time
scenario_2587,0.65,Line 23 - 24.ElmLne,20,0.15,3.819774299998244
scenario_2588,0.65,Line 23 - 24.ElmLne,20,0.18,3.8922552000003634
scenario_2589,0.65,Line 23 - 24.ElmLne,20,0.2,3.822388000000501
scenario_2590,0.65,Line 23 - 24.ElmLne,20,0.25,3.847921500004304
scenario_2591,0.65,Line 23 - 24.ElmLne,50,0.1,3.777644899993902
scenario_2592,0.65,Line 23 - 24.ElmLne,50,0.15,3.915088800000376
scenario_2593,0.65,Line 23 - 24.ElmLne,50,0.18,3.899728199998208
scenario_2594,0.65,Line 23 - 24.ElmLne,50,0.2,3.905835500001558
scenario_2595,0.65,Line 23 - 24.ElmLne,50,0.25,3.9105859999981476
scenario_2596,0.65,Line 23 - 24.ElmLne,80,0.1,3.808569799999532
scenario_2597,0.65,Line 23 - 24.ElmLne,80,0.15,3.821098400003393
scenario_2598,0.65,Line 23 - 24.ElmLne,80,0.18,3.8663678000011714
scenario_2599,0.65,Line 23 - 24.ElmLne,80,0.2,3.915444900005241
scenario_2600,0.65,Line 23 - 24.ElmLne,80,0.25,3.853154500000528
scenario_2601,0.65,Line 25 - 26.ElmLne,0,0.1,3.823948000004748
scenario_2602,0.65,Line 25 - 26.ElmLne,0,0.15,3.8852986999991117
scenario_2603,0.65,Line 25 - 26.ElmLne,0,0.18,3.8820455000022775
scenario_2604,0.65,Line 25 - 26.ElmLne,0,0.2,3.9776987000004738
scenario_2605,0.65,Line 25 - 26.ElmLne,0,0.25,3.897053499997128
scenario_2606,0.65,Line 25 - 26.ElmLne,20,0.1,3.785598400005256
scenario_2607,0.65,Line 25 - 26.ElmLne,20,0.15,3.866498399998818
scenario_2608,0.65,Line 25 - 26.ElmLne,20,0.18,3.9231881000014255
scenario_2609,0.65,Line 25 - 26.ElmLne,20,0.2,3.8762007000041194
scenario_2610,0.65,Line 25 - 26.ElmLne,20,0.25,3.8879229000012856
scenario_2611,0.65,Line 25 - 26.ElmLne,50,0.1,3.862067100002605
scenario_2612,0.65,Line 25 - 26.ElmLne,50,0.15,3.8738387000048533
scenario_2613,0.65,Line 25 - 26.ElmLne,50,0.18,3.8681455999976606
scenario_2614,0.65,Line 25 - 26.ElmLne,50,0.2,3.918623199999274
scenario_2615,0.65,Line 25 - 26.ElmLne,50,0.25,3.903494899997895
scenario_2616,0.65,Line 25 - 26.ElmLne,80,0.1,3.836536299997533
scenario_2617,0.65,Line 25 - 26.ElmLne,80,0.15,3.9161743000004208
scenario_2618,0.65,Line 25 - 26.ElmLne,80,0.18,3.9158932999998797
scenario_2619,0.65,Line 25 - 26.ElmLne,80,0.2,3.8984941999951843
scenario_2620,0.65,Line 25 - 26.ElmLne,80,0.25,3.930661600003077
scenario_2621,0.65,Line 26 - 27.ElmLne,0,0.1,3.8806706000032136
scenario_2622,0.65,Line 26 - 27.ElmLne,0,0.15,3.865298900003836
scenario_2623,0.65,Line 26 - 27.ElmLne,0,0.18,3.8948744000008446
scenario_2624,0.65,Line 26 - 27.ElmLne,0,0.2,3.8882866999992984
scenario_2625,0.65,Line 26 - 27.ElmLne,0,0.25,3.892417499999283
scenario_2626,0.65,Line 26 - 27.ElmLne,20,0.1,3.873938000004273
scenario_2627,0.65,Line 26 - 27.ElmLne,20,0.15,3.885400999999547
scenario_2628,0.65,Line 26 - 27.ElmLne,20,0.18,3.84998700000142
scenario_2629,0.65,Line 26 - 27.ElmLne,20,0.2,3.9030826999951387
scenario_2630,0.65,Line 26 - 27.ElmLne,20,0.25,3.8867387999998755
scenario_2631,0.65,Line 26 - 27.ElmLne,50,0.1,3.8425178000034066
scenario_2632,0.65,Line 26 - 27.ElmLne,50,0.15,3.952002900005027
scenario_2633,0.65,Line 26 - 27.ElmLne,50,0.18,3.928057199998875
scenario_2634,0.65,Line 26 - 27.ElmLne,50,0.2,3.931307700004254
scenario_2635,0.65,Line 26 - 27.ElmLne,50,0.25,3.940540299998247
scenario_2636,0.65,Line 26 - 27.ElmLne,80,0.1,3.9221894000002067
scenario_2637,0.65,Line 26 - 27.ElmLne,80,0.15,3.863526200002525
scenario_2638,0.65,Line 26 - 27.ElmLne,80,0.18,3.9901479999971343
scenario_2639,0.65,Line 26 - 27.ElmLne,80,0.2,3.888881200000469
scenario_2640,0.65,Line 26 - 27.ElmLne,80,0.25,3.934435499999381
scenario_2641,0.65,Line 26 - 28.ElmLne,0,0.1,3.932153100002324
scenario_2642,0.65,Line 26 - 28.ElmLne,0,0.15,4.008139600002323
scenario_2643,0.65,Line 26 - 28.ElmLne,0,0.18,3.9332981999978074
scenario_2644,0.65,Line 26 - 28.ElmLne,0,0.2,3.9736446000024443
scenario_2645,0.65,Line 26 - 28.ElmLne,0,0.25,3.964500499998394
scenario_2646,0.65,Line 26 - 28.ElmLne,20,0.1,3.9285361000002013
scenario_2647,0.65,Line 26 - 28.ElmLne,20,0.15,3.920598400000017
scenario_2648,0.65,Line 26 - 28.ElmLne,20,0.18,3.9894510000012815
scenario_2649,0.65,Line 26 - 28.ElmLne,20,0.2,3.9257003999955487
scenario_2650,0.65,Line 26 - 28.ElmLne,20,0.25,3.969206399997347
scenario_2651,0.65,Line 26 - 28.ElmLne,50,0.1,3.9606159000031766
scenario_2652,0.65,Line 26 - 28.ElmLne,50,0.15,3.930997000003117
scenario_2653,0.65,Line 26 - 28.ElmLne,50,0.18,3.9775714999996126
scenario_2654,0.65,Line 26 - 28.ElmLne,50,0.2,3.950979399996868
scenario_2655,0.65,Line 26 - 28.ElmLne,50,0.25,3.908102199995483
scenario_2656,0.65,Line 26 - 28.ElmLne,80,0.1,3.8824279000036768
scenario_2657,0.65,Line 26 - 28.ElmLne,80,0.15,3.9894611000054283
scenario_2658,0.65,Line 26 - 28.ElmLne,80,0.18,3.852115399997274
scenario_2659,0.65,Line 26 - 28.ElmLne,80,0.2,3.9563963999971747
scenario_2660,0.65,Line 26 - 28.ElmLne,80,0.25,4.01115690000006
scenario_2661,0.65,Line 26 - 29.ElmLne,0,0.1,3.8519528999968315
scenario_2662,0.65,Line 26 - 29.ElmLne,0,0.15,3.918582199999946
scenario_2663,0.65,Line 26 - 29.ElmLne,0,0.18,3.964654600000358
scenario_2664,0.65,Line 26 - 29.ElmLne,0,0.2,3.9536020000014105
scenario_2665,0.65,Line 26 - 29.ElmLne,0,0.25,3.9566548999937368
scenario_2666,0.65,Line 26 - 29.ElmLne,20,0.1,4.0308574000009685
scenario_2667,0.65,Line 26 - 29.ElmLne,20,0.15,3.9844424999973853
scenario_2668,0.65,Line 26 - 29.ElmLne,20,0.18,4.009504499998002
scenario_2669,0.65,Line 26 - 29.ElmLne,20,0.2,3.8882738999964204
scenario_2670,0.65,Line 26 - 29.ElmLne,20,0.25,3.9691622000027564
scenario_2671,0.65,Line 26 - 29.ElmLne,50,0.1,3.8826438000032795
scenario_2672,0.65,Line 26 - 29.ElmLne,50,0.15,3.9190464000057545
scenario_2673,0.65,Line 26 - 29.ElmLne,50,0.18,3.9408567999998922
scenario_2674,0.65,Line 26 - 29.ElmLne,50,0.2,3.968524600000819
scenario_2675,0.65,Line 26 - 29.ElmLne,50,0.25,3.960498100001132
scenario_2676,0.65,Line 26 - 29.ElmLne,80,0.1,3.916121700000076
scenario_2677,0.65,Line 26 - 29.ElmLne,80,0.15,3.919036800005415
scenario_2678,0.65,Line 26 - 29.ElmLne,80,0.18,3.945329900001525
scenario_2679,0.65,Line 26 - 29.ElmLne,80,0.2,3.967345600001863
scenario_2680,0.65,Line 26 - 29.ElmLne,80,0.25,3.932251799997175
scenario_2681,0.65,Line 28 - 29.ElmLne,0,0.1,3.8787777999968966
scenario_2682,0.65,Line 28 - 29.ElmLne,0,0.15,3.946831099994597
scenario_2683,0.65,Line 28 - 29.ElmLne,0,0.18,3.8774904999954742
scenario_2684,0.65,Line 28 - 29.ElmLne,0,0.2,3.933785799999896
scenario_2685,0.65,Line 28 - 29.ElmLne,0,0.25,4.041008499996678
scenario_2686,0.65,Line 28 - 29.ElmLne,20,0.1,3.931414800004859
scenario_2687,0.65,Line 28 - 29.ElmLne,20,0.15,3.9280036999989534
scenario_2688,0.65,Line 28 - 29.ElmLne,20,0.18,3.9165369999973336
scenario_2689,0.65,Line 28 - 29.ElmLne,20,0.2,3.9224150000009104
scenario_2690,0.65,Line 28 - 29.ElmLne,20,0.25,4.0486381000009715
scenario_2691,0.65,Line 28 - 29.ElmLne,50,0.1,3.864342000000761
scenario_2692,0.65,Line 28 - 29.ElmLne,50,0.15,3.9228564000004553
scenario_2693,0.65,Line 28 - 29.ElmLne,50,0.18,4.080351700002211
scenario_2694,0.65,Line 28 - 29.ElmLne,50,0.2,4.1067757999990135
scenario_2695,0.65,Line 28 - 29.ElmLne,50,0.25,3.950851399997191
scenario_2696,0.65,Line 28 - 29.ElmLne,80,0.1,3.924990699997579
scenario_2697,0.65,Line 28 - 29.ElmLne,80,0.15,3.9452058999959263
scenario_2698,0.65,Line 28 - 29.ElmLne,80,0.18,3.93145530000038
scenario_2699,0.65,Line 28 - 29.ElmLne,80,0.2,3.9571985000002314
scenario_2700,0.65,Line 28 - 29.ElmLne,80,0.25,4.011656800001219
scenario_2701,0.65,Line 01 - 02.ElmLne,0,0.1,3.976011999999173
scenario_2702,0.65,Line 01 - 02.ElmLne,0,0.15,4.080481199998758
scenario_2703,0.65,Line 01 - 02.ElmLne,0,0.18,3.94573870000022
scenario_2704,0.65,Line 01 - 02.ElmLne,0,0.2,3.9942712999982177
scenario_2705,0.65,Line 01 - 02.ElmLne,0,0.25,4.00552289999905
scenario_2706,0.65,Line 01 - 02.ElmLne,20,0.1,3.9170071000044118
scenario_2707,0.65,Line 01 - 02.ElmLne,20,0.15,3.975623899998027
scenario_2708,0.65,Line 01 - 02.ElmLne,20,0.18,4.04738940000243
scenario_2709,0.65,Line 01 - 02.ElmLne,20,0.2,3.9881471999979112
scenario_2710,0.65,Line 01 - 02.ElmLne,20,0.25,3.98425639999914
scenario_2711,0.65,Line 01 - 02.ElmLne,50,0.1,3.981571800002712
scenario_2712,0.65,Line 01 - 02.ElmLne,50,0.15,3.978538399998797
scenario_2713,0.65,Line 01 - 02.ElmLne,50,0.18,3.936506300000474
scenario_2714,0.65,Line 01 - 02.ElmLne,50,0.2,4.065957799997705
scenario_2715,0.65,Line 01 - 02.ElmLne,50,0.25,4.049550299998373
scenario_2716,0.65,Line 01 - 02.ElmLne,80,0.1,3.933478799997829
scenario_2717,0.65,Line 01 - 02.ElmLne,80,0.15,3.927425099995162
scenario_2718,0.65,Line 01 - 02.ElmLne,80,0.18,3.9954479999942123
scenario_2719,0.65,Line 01 - 02.ElmLne,80,0.2,3.996578699996462
scenario_2720,0.65,Line 01 - 02.ElmLne,80,0.25,4.104864799999632
scenario_2721,0.7,Line 01 - 39.ElmLne,0,0.1,3.9359590000021853
scenario_2722,0.7,Line 01 - 39.ElmLne,0,0.15,3.922009900001285
scenario_2723,0.7,Line 01 - 39.ElmLne,0,0.18,4.078300000001036
scenario_2724,0.7,Line 01 - 39.ElmLne,0,0.2,3.981176699999196
scenario_2725,0.7,Line 01 - 39.ElmLne,0,0.25,3.9917242000010447
scenario_2726,0.7,Line 01 - 39.ElmLne,20,0.1,3.97662069999933
scenario_2727,0.7,Line 01 - 39.ElmLne,20,0.15,4.028152900005807
scenario_2728,0.7,Line 01 - 39.ElmLne,20,0.18,4.079836500000965
scenario_2729,0.7,Line 01 - 39.ElmLne,20,0.2,4.08067260000098
scenario_2730,0.7,Line 01 - 39.ElmLne,20,0.25,4.096243899999536
scenario_2731,0.7,Line 01 - 39.ElmLne,50,0.1,3.934879699998419
scenario_2732,0.7,Line 01 - 39.ElmLne,50,0.15,4.037931099999696
scenario_2733,0.7,Line 01 - 39.ElmLne,50,0.18,4.050967499999388
scenario_2734,0.7,Line 01 - 39.ElmLne,50,0.2,3.991705799999181
scenario_2735,0.7,Line 01 - 39.ElmLne,50,0.25,4.024514699995052
scenario_2736,0.7,Line 01 - 39.ElmLne,80,0.1,4.105023900003289
scenario_2737,0.7,Line 01 - 39.ElmLne,80,0.15,4.072975099996256
scenario_2738,0.7,Line 01 - 39.ElmLne,80,0.18,4.055457700000261
scenario_2739,0.7,Line 01 - 39.ElmLne,80,0.2,4.053629800000635
scenario_2740,0.7,Line 01 - 39.ElmLne,80,0.25,4.0531721000006655
scenario_2741,0.7,Line 02 - 03.ElmLne,0,0.1,3.93783059999987
scenario_2742,0.7,Line 02 - 03.ElmLne,0,0.15,3.991788400002406
scenario_2743,0.7,Line 02 - 03.ElmLne,0,0.18,4.073839800003043
scenario_2744,0.7,Line 02 - 03.ElmLne,0,0.2,4.096992999999202
scenario_2745,0.7,Line 02 - 03.ElmLne,0,0.25,4.02612400000362
scenario_2746,0.7,Line 02 - 03.ElmLne,20,0.1,4.048193800001172
scenario_2747,0.7,Line 02 - 03.ElmLne,20,0.15,4.0287546000035945
scenario_2748,0.7,Line 02 - 03.ElmLne,20,0.18,4.011070800006564
scenario_2749,0.7,Line 02 - 03.ElmLne,20,0.2,4.05706569999893
scenario_2750,0.7,Line 02 - 03.ElmLne,20,0.25,4.146953899995424
scenario_2751,0.7,Line 02 - 03.ElmLne,50,0.1,3.9602920999968774
scenario_2752,0.7,Line 02 - 03.ElmLne,50,0.15,4.0253693999984534
scenario_2753,0.7,Line 02 - 03.ElmLne,50,0.18,3.974300399997446
scenario_2754,0.7,Line 02 - 03.ElmLne,50,0.2,3.978681200002029
scenario_2755,0.7,Line 02 - 03.ElmLne,50,0.25,4.1064059999989695
scenario_2756,0.7,Line 02 - 03.ElmLne,80,0.1,4.009821300001931
scenario_2757,0.7,Line 02 - 03.ElmLne,80,0.15,4.0391597999987425
scenario_2758,0.7,Line 02 - 03.ElmLne,80,0.18,4.007726399999228
scenario_2759,0.7,Line 02 - 03.ElmLne,80,0.2,4.045625899998413
scenario_2760,0.7,Line 02 - 03.ElmLne,80,0.25,4.047829499999352
scenario_2761,0.7,Line 02 - 25.ElmLne,0,0.1,4.088557600000058
scenario_2762,0.7,Line 02 - 25.ElmLne,0,0.15,4.013843099994119
scenario_2763,0.7,Line 02 - 25.ElmLne,0,0.18,4.042607800001861
scenario_2764,0.7,Line 02 - 25.ElmLne,0,0.2,4.117820399995253
scenario_2765,0.7,Line 02 - 25.ElmLne,0,0.25,4.037958799999615
scenario_2766,0.7,Line 02 - 25.ElmLne,20,0.1,4.065985399996862
scenario_2767,0.7,Line 02 - 25.ElmLne,20,0.15,4.062079999996058
scenario_2768,0.7,Line 02 - 25.ElmLne,20,0.18,4.062098000002152
scenario_2769,0.7,Line 02 - 25.ElmLne,20,0.2,4.082632800003921
scenario_2770,0.7,Line 02 - 25.ElmLne,20,0.25,4.138430899998639
scenario_2771,0.7,Line 02 - 25.ElmLne,50,0.1,4.0746174000014435
scenario_2772,0.7,Line 02 - 25.ElmLne,50,0.15,3.9715958000015235
scenario_2773,0.7,Line 02 - 25.ElmLne,50,0.18,4.146234900006675
scenario_2774,0.7,Line 02 - 25.ElmLne,50,0.2,4.088967199997569
scenario_2775,0.7,Line 02 - 25.ElmLne,50,0.25,4.065081399996416
scenario_2776,0.7,Line 02 - 25.ElmLne,80,0.1,4.102814700003364
scenario_2777,0.7,Line 02 - 25.ElmLne,80,0.15,4.02097920000233
scenario_2778,0.7,Line 02 - 25.ElmLne,80,0.18,4.009251300005417
scenario_2779,0.7,Line 02 - 25.ElmLne,80,0.2,4.10439800000313
scenario_2780,0.7,Line 02 - 25.ElmLne,80,0.25,4.027566400000069
scenario_2781,0.7,Line 03 - 04.ElmLne,0,0.1,4.076890500000445
scenario_2782,0.7,Line 03 - 04.ElmLne,0,0.15,4.002924200001871
scenario_2783,0.7,Line 03 - 04.ElmLne,0,0.18,4.009096699999645
scenario_2784,0.7,Line 03 - 04.ElmLne,0,0.2,3.9709311999977217
scenario_2785,0.7,Line 03 - 04.ElmLne,0,0.25,4.0989039999985835
scenario_2786,0.7,Line 03 - 04.ElmLne,20,0.1,4.0732197999968776
scenario_2787,0.7,Line 03 - 04.ElmLne,20,0.15,3.9767589999974007
scenario_2788,0.7,Line 03 - 04.ElmLne,20,0.18,4.08983040000021
scenario_2789,0.7,Line 03 - 04.ElmLne,20,0.2,4.037446800000907
scenario_2790,0.7,Line 03 - 04.ElmLne,20,0.25,4.076305900001898
scenario_2791,0.7,Line 03 - 04.ElmLne,50,0.1,4.015019099999336
scenario_2792,0.7,Line 03 - 04.ElmLne,50,0.15,4.013920800003689
scenario_2793,0.7,Line 03 - 04.ElmLne,50,0.18,4.1407093000016175
scenario_2794,0.7,Line 03 - 04.ElmLne,50,0.2,4.071918200002983
scenario_2795,0.7,Line 03 - 04.ElmLne,50,0.25,4.088719999999739
scenario_2796,0.7,Line 03 - 04.ElmLne,80,0.1,3.991512300002796
scenario_2797,0.7,Line 03 - 04.ElmLne,80,0.15,4.099039900000207
scenario_2798,0.7,Line 03 - 04.ElmLne,80,0.18,4.075584999998682
scenario_2799,0.7,Line 03 - 04.ElmLne,80,0.2,4.021963699997286
scenario_2800,0.7,Line 03 - 04.ElmLne,80,0.25,4.172765600000275
scenario_2801,0.7,Line 03 - 18.ElmLne,0,0.1,3.973182200003066
scenario_2802,0.7,Line 03 - 18.ElmLne,0,0.15,4.140298999998777
scenario_2803,0.7,Line 03 - 18.ElmLne,0,0.18,4.092503100000613
scenario_2804,0.7,Line 03 - 18.ElmLne,0,0.2,4.065833700005896
scenario_2805,0.7,Line 03 - 18.ElmLne,0,0.25,4.089633499999763
scenario_2806,0.7,Line 03 - 18.ElmLne,20,0.1,4.079910000000382
scenario_2807,0.7,Line 03 - 18.ElmLne,20,0.15,4.055093300004955
scenario_2808,0.7,Line 03 - 18.ElmLne,20,0.18,4.038215399996261
scenario_2809,0.7,Line 03 - 18.ElmLne,20,0.2,4.062849499998265
scenario_2810,0.7,Line 03 - 18.ElmLne,20,0.25,4.021400799996627
scenario_2811,0.7,Line 03 - 18.ElmLne,50,0.1,4.079330100001243
scenario_2812,0.7,Line 03 - 18.ElmLne,50,0.15,4.070951399997284
scenario_2813,0.7,Line 03 - 18.ElmLne,50,0.18,4.057743299999856
scenario_2814,0.7,Line 03 - 18.ElmLne,50,0.2,4.142655899995589
scenario_2815,0.7,Line 03 - 18.ElmLne,50,0.25,4.162345899996581
scenario_2816,0.7,Line 03 - 18.ElmLne,80,0.1,4.054266500002996
scenario_2817,0.7,Line 03 - 18.ElmLne,80,0.15,4.074021700005687
scenario_2818,0.7,Line 03 - 18.ElmLne,80,0.18,4.098243000000366
scenario_2819,0.7,Line 03 - 18.ElmLne,80,0.2,4.157348699998693
scenario_2820,0.7,Line 03 - 18.ElmLne,80,0.25,4.163738299997931
scenario_2821,0.7,Line 04 - 05.ElmLne,0,0.1,4.0161355000018375
scenario_2822,0.7,Line 04 - 05.ElmLne,0,0.15,4.085857500002021
scenario_2823,0.7,Line 04 - 05.ElmLne,0,0.18,4.188657600003353
scenario_2824,0.7,Line 04 - 05.ElmLne,0,0.2,4.081120800001372
scenario_2825,0.7,Line 04 - 05.ElmLne,0,0.25,5.895794500000193
scenario_2826,0.7,Line 04 - 05.ElmLne,20,0.1,4.151477799998247
scenario_2827,0.7,Line 04 - 05.ElmLne,20,0.15,4.085960199998226
scenario_2828,0.7,Line 04 - 05.ElmLne,20,0.18,4.193639099998109
scenario_2829,0.7,Line 04 - 05.ElmLne,20,0.2,4.185428700002376
scenario_2830,0.7,Line 04 - 05.ElmLne,20,0.25,5.724602800000866
scenario_2831,0.7,Line 04 - 05.ElmLne,50,0.1,4.088690000004135
scenario_2832,0.7,Line 04 - 05.ElmLne,50,0.15,4.077454899997974
scenario_2833,0.7,Line 04 - 05.ElmLne,50,0.18,4.1547692000021925
scenario_2834,0.7,Line 04 - 05.ElmLne,50,0.2,4.181456199999957
scenario_2835,0.7,Line 04 - 05.ElmLne,50,0.25,5.674546900001587
scenario_2836,0.7,Line 04 - 05.ElmLne,80,0.1,4.065329099998053
scenario_2837,0.7,Line 04 - 05.ElmLne,80,0.15,4.116764300000796
scenario_2838,0.7,Line 04 - 05.ElmLne,80,0.18,4.099115199998778
scenario_2839,0.7,Line 04 - 05.ElmLne,80,0.2,4.220901500004402
scenario_2840,0.7,Line 04 - 05.ElmLne,80,0.25,5.717623299999104
scenario_2841,0.7,Line 04 - 14.ElmLne,0,0.1,4.071084700000938
scenario_2842,0.7,Line 04 - 14.ElmLne,0,0.15,4.17975199999637
scenario_2843,0.7,Line 04 - 14.ElmLne,0,0.18,4.1317296999986866
scenario_2844,0.7,Line 04 - 14.ElmLne,0,0.2,4.0629186000005575
scenario_2845,0.7,Line 04 - 14.ElmLne,0,0.25,4.197604000000865
scenario_2846,0.7,Line 04 - 14.ElmLne,20,0.1,4.054532299996936
scenario_2847,0.7,Line 04 - 14.ElmLne,20,0.15,4.1354605000015
scenario_2848,0.7,Line 04 - 14.ElmLne,20,0.18,4.1735104999970645
scenario_2849,0.7,Line 04 - 14.ElmLne,20,0.2,4.16540260000329
scenario_2850,0.7,Line 04 - 14.ElmLne,20,0.25,4.1946062999995775
scenario_2851,0.7,Line 04 - 14.ElmLne,50,0.1,4.142006299996865
scenario_2852,0.7,Line 04 - 14.ElmLne,50,0.15,4.103372400000808
scenario_2853,0.7,Line 04 - 14.ElmLne,50,0.18,4.051551800002926
scenario_2854,0.7,Line 04 - 14.ElmLne,50,0.2,4.240512399999716
scenario_2855,0.7,Line 04 - 14.ElmLne,50,0.25,4.156613699997251
scenario_2856,0.7,Line 04 - 14.ElmLne,80,0.1,4.158156599994982
scenario_2857,0.7,Line 04 - 14.ElmLne,80,0.15,4.062166499999876
scenario_2858,0.7,Line 04 - 14.ElmLne,80,0.18,4.18534229999932
scenario_2859,0.7,Line 04 - 14.ElmLne,80,0.2,4.142948799999431
scenario_2860,0.7,Line 04 - 14.ElmLne,80,0.25,4.170244299995829
scenario_2861,0.7,Line 05 - 06.ElmLne,0,0.1,4.080358100000012
scenario_2862,0.7,Line 05 - 06.ElmLne,0,0.15,4.177927100005036
scenario_2863,0.7,Line 05 - 06.ElmLne,0,0.18,4.225232400000095
scenario_2864,0.7,Line 05 - 06.ElmLne,0,0.2,5.71392349999951
scenario_2865,0.7,Line 05 - 06.ElmLne,0,0.25,5.792410900001414
scenario_2866,0.7,Line 05 - 06.ElmLne,20,0.1,4.059245100004773
scenario_2867,0.7,Line 05 - 06.ElmLne,20,0.15,4.164103999995859
scenario_2868,0.7,Line 05 - 06.ElmLne,20,0.18,4.195767199998954
scenario_2869,0.7,Line 05 - 06.ElmLne,20,0.2,5.834056399995461
scenario_2870,0.7,Line 05 - 06.ElmLne,20,0.25,5.803761199997098
scenario_2871,0.7,Line 05 - 06.ElmLne,50,0.1,4.039867400002549
scenario_2872,0.7,Line 05 - 06.ElmLne,50,0.15,4.1699351999996
scenario_2873,0.7,Line 05 - 06.ElmLne,50,0.18,4.147246200001973
scenario_2874,0.7,Line 05 - 06.ElmLne,50,0.2,5.742698800000653
scenario_2875,0.7,Line 05 - 06.ElmLne,50,0.25,6.007128899997042
scenario_2876,0.7,Line 05 - 06.ElmLne,80,0.1,4.012030300000333
scenario_2877,0.7,Line 05 - 06.ElmLne,80,0.15,4.163865300004545
scenario_2878,0.7,Line 05 - 06.ElmLne,80,0.18,4.2735175999987405
scenario_2879,0.7,Line 05 - 06.ElmLne,80,0.2,5.89920460000576
scenario_2880,0.7,Line 05 - 06.ElmLne,80,0.25,5.965141900000162
scenario_2881,0.7,Line 05 - 08.ElmLne,0,0.1,4.157458000001498
scenario_2882,0.7,Line 05 - 08.ElmLne,0,0.15,4.084141200000886
scenario_2883,0.7,Line 05 - 08.ElmLne,0,0.18,4.103767100001278
scenario_2884,0.7,Line 05 - 08.ElmLne,0,0.2,4.096722000002046
scenario_2885,0.7,Line 05 - 08.ElmLne,0,0.25,5.713954300001205
scenario_2886,0.7,Line 05 - 08.ElmLne,20,0.1,4.094101900001988
scenario_2887,0.7,Line 05 - 08.ElmLne,20,0.15,4.187404900003457
scenario_2888,0.7,Line 05 - 08.ElmLne,20,0.18,4.205729000001156
scenario_2889,0.7,Line 05 - 08.ElmLne,20,0.2,4.187406500001089
scenario_2890,0.7,Line 05 - 08.ElmLne,20,0.25,5.6958121999996365
scenario_2891,0.7,Line 05 - 08.ElmLne,50,0.1,4.124446399997396
scenario_2892,0.7,Line 05 - 08.ElmLne,50,0.15,4.13031680000131
scenario_2893,0.7,Line 05 - 08.ElmLne,50,0.18,4.135843800002476
scenario_2894,0.7,Line 05 - 08.ElmLne,50,0.2,4.075283199999831
scenario_2895,0.7,Line 05 - 08.ElmLne,50,0.25,5.74528360000113
scenario_2896,0.7,Line 05 - 08.ElmLne,80,0.1,4.133835499997076
scenario_2897,0.7,Line 05 - 08.ElmLne,80,0.15,4.113245400003507
scenario_2898,0.7,Line 05 - 08.ElmLne,80,0.18,4.206763400005002
scenario_2899,0.7,Line 05 - 08.ElmLne,80,0.2,4.2399968000027
scenario_2900,0.7,Line 05 - 08.ElmLne,80,0.25,5.8521801000024425
scenario_2901,0.7,Line 06 - 07.ElmLne,0,0.1,4.162631899998814
scenario_2902,0.7,Line 06 - 07.ElmLne,0,0.15,4.158271699998295
scenario_2903,0.7,Line 06 - 07.ElmLne,0,0.18,4.118273899999622
scenario_2904,0.7,Line 06 - 07.ElmLne,0,0.2,4.304597499998636
scenario_2905,0.7,Line 06 - 07.ElmLne,0,0.25,5.864238400004979
scenario_2906,0.7,Line 06 - 07.ElmLne,20,0.1,4.189266000001226
scenario_2907,0.7,Line 06 - 07.ElmLne,20,0.15,4.257758899999317
scenario_2908,0.7,Line 06 - 07.ElmLne,20,0.18,4.247739000005822
scenario_2909,0.7,Line 06 - 07.ElmLne,20,0.2,4.1807248999975855
scenario_2910,0.7,Line 06 - 07.ElmLne,20,0.25,5.802832399996987
scenario_2911,0.7,Line 06 - 07.ElmLne,50,0.1,4.1197325000030105
scenario_2912,0.7,Line 06 - 07.ElmLne,50,0.15,4.158032000006642
scenario_2913,0.7,Line 06 - 07.ElmLne,50,0.18,4.13166800000181
scenario_2914,0.7,Line 06 - 07.ElmLne,50,0.2,4.188575000000128
scenario_2915,0.7,Line 06 - 07.ElmLne,50,0.25,5.718628599999647
scenario_2916,0.7,Line 06 - 07.ElmLne,80,0.1,4.233156599999347
scenario_2917,0.7,Line 06 - 07.ElmLne,80,0.15,4.2508739000040805
scenario_2918,0.7,Line 06 - 07.ElmLne,80,0.18,4.165486999998393
scenario_2919,0.7,Line 06 - 07.ElmLne,80,0.2,4.249069900004542
scenario_2920,0.7,Line 06 - 07.ElmLne,80,0.25,5.7219136000057915
scenario_2921,0.7,Line 06 - 11.ElmLne,0,0.1,4.098930300002394
scenario_2922,0.7,Line 06 - 11.ElmLne,0,0.15,4.172517099999823
scenario_2923,0.7,Line 06 - 11.ElmLne,0,0.18,4.237365399996634
scenario_2924,0.7,Line 06 - 11.ElmLne,0,0.2,4.171093299999484
scenario_2925,0.7,Line 06 - 11.ElmLne,0,0.25,5.759021899997606
scenario_2926,0.7,Line 06 - 11.ElmLne,20,0.1,4.176176499997382
scenario_2927,0.7,Line 06 - 11.ElmLne,20,0.15,4.238800500002981
scenario_2928,0.7,Line 06 - 11.ElmLne,20,0.18,4.234202799998457
scenario_2929,0.7,Line 06 - 11.ElmLne,20,0.2,4.250431499996921
scenario_2930,0.7,Line 06 - 11.ElmLne,20,0.25,5.795714199994109
scenario_2931,0.7,Line 06 - 11.ElmLne,50,0.1,4.175434899996617
scenario_2932,0.7,Line 06 - 11.ElmLne,50,0.15,4.136275400000159
scenario_2933,0.7,Line 06 - 11.ElmLne,50,0.18,4.285450200004561
